longitude,lattitude,acq_date,acq_time
-123.9331413,47.01649567,21/6/2022,16
-80.27198422,32.72427901,14/3/2022,12
-90.1339973,27.81720185,9/10/2022,8
-92.6201856,41.79713972,5/2/2022,5
-113.1396846,34.01067382,13/7/2022,23
-116.173384,35.86062978,14/3/2022,6
-95.34791397,38.13570812,18/11/2022,16
-75.16168121,33.86497863,10/9/2022,2
-79.57349748,26.80629648,29/1/2022,13
-96.43307847,28.91556104,5/9/2022,9
-68.59940752,47.24434377,6/6/2022,12
-98.20847477,36.78980917,19/9/2022,8
-102.7426876,35.24882127,20/10/2022,21
-123.3521963,45.82912094,4/3/2022,23
-73.55414303,36.53619278,25/8/2022,9
-92.7008807,31.50675194,21/8/2022,1
-117.6734793,28.66810574,30/3/2022,8
-81.8960197,26.11743101,12/2/2022,23
-74.68646949,26.97351621,12/1/2022,14
-83.80409019,38.41195958,3/3/2022,14
-76.39197643,29.78000799,15/4/2022,19
-101.887589,35.68970988,3/6/2022,6
-81.84003615,29.18383342,5/12/2022,22
-85.04317965,41.74532311,4/3/2022,20
-106.6592732,33.78941561,28/2/2022,7
-92.00888562,26.98806719,9/2/2022,13
-118.3849598,32.87730247,27/10/2022,1
-113.6355833,41.61743813,10/1/2022,23
-111.1400178,29.94316412,11/5/2022,15
-69.67375898,42.30331222,30/6/2022,9
-68.77084693,37.68690701,24/5/2022,6
-109.1493884,43.1409349,31/12/2022,12
-66.60019811,26.50481394,21/6/2022,14
-87.49307696,33.0835529,3/7/2022,14
-113.8365287,41.0264542,24/10/2022,5
-109.7306363,34.78300209,6/6/2022,13
-65.32007375,35.69800868,2/3/2022,22
-80.18995055,34.10261845,30/10/2022,10
-77.88173898,29.44253179,6/9/2022,10
-69.82668527,26.81950286,13/7/2022,9
-66.03515064,37.61898439,25/10/2022,8
-70.01063229,36.80816527,26/12/2022,10
-78.47083248,29.84149801,15/2/2022,16
-99.00596431,34.25821503,16/11/2022,11
-94.0588271,29.33193989,4/9/2022,10
-68.15827203,48.21950302,11/6/2022,8
-68.30499027,26.80806472,9/7/2022,1
-76.38473032,40.03559449,24/3/2022,23
-86.39016297,35.92213507,4/1/2022,9
-93.78319213,27.28293981,12/10/2022,21
-81.45078041,44.54739435,17/1/2022,16
-117.9400415,28.62075414,6/2/2022,21
-73.15142324,27.50591913,8/4/2022,8
-108.2532995,45.46660821,25/4/2022,23
-96.72149003,29.3989145,30/10/2022,16
-77.95856344,31.85906483,9/5/2022,1
-72.47772002,44.43285471,23/10/2022,14
-87.73386309,47.94155246,14/1/2022,21
-75.94149586,46.67584124,1/5/2022,9
-83.52587265,28.16866908,23/3/2022,22
-115.6453977,46.21494821,25/7/2022,16
-102.6732876,32.80415047,18/9/2022,9
-125.8736124,30.46427374,25/5/2022,20
-82.99227338,29.79626361,6/8/2022,23
-115.3093176,39.67349035,9/10/2022,15
-101.9734271,32.61169437,25/5/2022,11
-82.88640215,49.95587801,30/7/2022,17
-67.9235887,29.76702205,29/11/2022,21
-112.6774951,49.87064908,10/12/2022,23
-84.26104346,42.98171694,6/2/2022,14
-80.65198612,42.22531184,12/11/2022,13
-122.7716533,43.96820727,14/12/2022,22
-68.28439469,26.20408677,11/12/2022,22
-82.19707929,35.39691753,2/12/2022,10
-78.13045836,40.30667338,2/11/2022,18
-69.81287059,44.84486235,28/4/2022,9
-67.68994796,36.25618905,1/4/2022,20
-122.0359062,49.91020749,18/12/2022,5
-67.87184029,42.85878111,21/6/2022,15
-101.6616878,34.13565227,11/1/2022,1
-110.1588685,36.29809167,1/9/2022,14
-79.11937345,43.32098751,25/9/2022,2
-112.6372786,28.34958301,29/7/2022,19
-74.25866469,43.00687944,30/6/2022,3
-71.99632196,29.92111653,21/9/2022,17
-97.98303273,27.77619226,30/4/2022,1
-96.87341638,47.55458614,23/2/2022,19
-93.3475046,36.64167272,24/1/2022,21
-73.25106375,34.30695434,21/12/2022,9
-114.3826891,39.84264239,28/2/2022,5
-106.4394197,27.01518473,12/7/2022,16
-114.3363643,38.15280102,5/3/2022,2
-74.03080759,46.04415312,17/11/2022,19
-80.32552377,47.32274932,2/12/2022,6
-66.61852052,39.22032657,26/5/2022,8
-72.79990916,40.27299728,22/11/2022,1
-103.5200164,25.00616563,4/4/2022,8
-109.1484135,29.50256471,27/12/2022,16
-124.7244887,46.63738549,22/7/2022,4
-90.63900467,25.19498728,2/3/2022,9
-97.79709187,33.27844909,6/12/2022,7
-90.10827538,31.12320715,25/7/2022,21
-96.36397588,27.67027652,7/4/2022,4
-70.7085067,36.510648,19/1/2022,1
-119.7137523,38.60399705,21/5/2022,9
-75.42595061,43.31072493,20/6/2022,5
-91.18471775,40.78252891,10/10/2022,16
-124.4987117,39.84832821,29/9/2022,10
-66.18554213,27.49155028,22/7/2022,20
-77.29220324,36.70570965,4/2/2022,15
-100.2974689,45.42539105,17/1/2022,15
-79.85891309,33.40059095,13/9/2022,2
-98.60681519,27.22398924,1/5/2022,20
-72.95115449,29.56290576,29/7/2022,15
-105.4813596,34.13368951,1/4/2022,18
-100.4648298,31.6235766,23/12/2022,22
-123.0966412,37.08891633,21/5/2022,7
-95.89195267,41.90708747,5/6/2022,16
-118.4758489,43.87031653,18/6/2022,22
-76.7100509,39.46139865,10/6/2022,13
-119.2171139,45.49480896,15/9/2022,14
-104.3566357,36.20612485,27/6/2022,21
-120.8817369,38.16526763,7/8/2022,4
-118.9067357,32.14444787,18/12/2022,19
-97.77262814,38.44615157,2/2/2022,15
-107.0779704,37.74510288,8/12/2022,4
-86.88411115,49.4451007,13/9/2022,4
-76.21988582,36.22177757,13/7/2022,20
-91.09484234,35.21168764,4/7/2022,2
-114.3639401,27.49472588,21/1/2022,18
-113.7957213,43.53808448,14/2/2022,2
-109.4532676,49.79788431,5/3/2022,13
-98.16291967,47.54138771,16/3/2022,15
-114.8094862,47.4961406,12/3/2022,12
-74.48577255,25.05851029,19/6/2022,5
-113.5650571,41.38366285,27/1/2022,13
-91.13469919,28.01447876,12/6/2022,19
-82.81218168,28.54091657,19/5/2022,15
-70.67623521,29.00277084,1/7/2022,11
-69.53917822,47.43709743,19/10/2022,5
-72.94946185,39.3521535,25/7/2022,6
-113.8794316,34.09385456,6/10/2022,1
-119.1704078,40.03383757,12/10/2022,13
-75.56091528,45.48908162,28/9/2022,22
-95.14656517,40.52746018,4/8/2022,22
-105.0759947,44.19646603,21/11/2022,8
-76.2060018,48.77036315,2/11/2022,2
-65.34598183,27.57013328,2/10/2022,23
-79.21583486,39.51584241,6/6/2022,7
-107.1195058,28.9852155,11/6/2022,12
-95.24885005,42.96687024,27/1/2022,2
-91.03584718,44.09165421,15/3/2022,6
-107.7233167,49.90908548,8/11/2022,5
-86.19044859,34.966117,27/12/2022,20
-86.16052422,32.75233322,14/4/2022,21
-104.385429,40.57922978,19/11/2022,6
-113.8123688,49.03460503,26/7/2022,21
-106.9323595,30.74507436,4/4/2022,9
-77.83009142,48.47849625,27/7/2022,7
-90.00652214,38.68865348,20/9/2022,13
-120.3237312,37.47507403,23/11/2022,22
-79.41160999,30.70017596,13/2/2022,8
-107.2368201,38.63934384,25/9/2022,7
-93.10359461,45.52033359,8/2/2022,11
-99.01356755,28.77383057,23/10/2022,9
-103.3746556,31.36556993,13/4/2022,22
-75.68504593,43.2507651,3/3/2022,12
-119.8462391,35.15899439,4/5/2022,10
-87.94489448,31.68036224,9/12/2022,2
-83.62781821,29.76500223,18/4/2022,1
-93.78058599,30.74940395,7/12/2022,16
-120.4029758,31.65241223,13/10/2022,21
-87.63436408,41.07572972,25/12/2022,2
-66.42011971,26.7191349,19/7/2022,15
-65.51274416,37.27315946,15/7/2022,18
-105.9611111,25.30112308,20/3/2022,3
-122.9225655,34.02254482,2/10/2022,9
-93.76628912,25.55992315,24/7/2022,23
-91.89040887,26.14305344,11/2/2022,14
-101.2694186,26.7120575,10/11/2022,11
-95.48295766,41.62310787,12/8/2022,18
-86.84687095,28.29784787,6/5/2022,23
-114.0281531,46.34434789,31/8/2022,10
-66.86059598,26.17453591,19/5/2022,13
-81.43089399,31.52843726,16/6/2022,12
-71.32508988,27.99871385,21/7/2022,6
-94.95193022,29.16221187,15/10/2022,3
-77.27924321,25.09014078,17/11/2022,22
-67.91957687,47.23624311,1/8/2022,5
-96.21110269,34.54468435,6/12/2022,3
-67.61502382,37.22409839,17/3/2022,11
-77.60953803,27.59625386,5/3/2022,5
-106.1449466,34.42121018,11/10/2022,7
-118.9902823,42.18518644,8/10/2022,6
-67.46537048,35.12386234,15/10/2022,16
-121.9179552,31.32118106,23/9/2022,10
-121.5536792,45.13436991,10/3/2022,9
-95.28497395,26.21934119,29/1/2022,13
-116.6158804,39.47384076,28/10/2022,13
-108.8868471,48.14823459,21/12/2022,22
-112.1209636,47.79409624,5/2/2022,1
-111.0208723,32.16987151,22/10/2022,8
-84.83058609,47.79354389,27/11/2022,9
-69.52835972,43.86014818,29/12/2022,21
-107.0102152,34.22255385,14/9/2022,1
-108.3162918,49.2288554,24/2/2022,6
-65.66573209,44.20902776,22/11/2022,18
-112.1920565,39.48023371,18/2/2022,21
-94.55508346,28.35009379,26/11/2022,20
-110.6291248,49.99127079,18/4/2022,6
-117.831971,39.57225183,7/2/2022,8
-89.07307239,32.32372755,31/1/2022,8
-109.1002084,43.95703519,2/3/2022,13
-124.178727,28.997055,7/4/2022,3
-120.9076751,32.31728163,6/8/2022,2
-93.44896162,27.80884446,11/7/2022,15
-114.977209,30.50996145,20/11/2022,21
-80.30897045,47.97660699,20/3/2022,13
-95.27630188,27.72177314,20/12/2022,6
-114.6428805,36.49585063,24/1/2022,20
-71.51414525,26.11779732,23/2/2022,13
-67.61253073,32.34608891,11/7/2022,20
-104.809524,33.4212245,27/7/2022,9
-102.3080819,38.91299677,21/1/2022,23
-93.72629217,37.99013682,10/11/2022,15
-91.00476425,38.80070832,10/5/2022,18
-125.4700884,41.54257525,4/4/2022,5
-80.29290635,34.84995726,30/7/2022,13
-111.1882582,33.54300664,2/11/2022,15
-113.6786012,39.91908336,30/8/2022,21
-72.79954149,25.32862377,8/12/2022,13
-92.0479867,27.43156374,2/1/2022,11
-90.11961427,42.3634527,13/12/2022,23
-81.59747649,28.98351752,11/9/2022,10
-81.20383105,33.26040041,27/8/2022,17
-99.994881,49.77034512,6/11/2022,17
-114.8002239,36.35360858,13/2/2022,9
-70.53465472,26.61601316,5/4/2022,20
-65.25039125,41.54384176,7/1/2022,5
-118.3816091,26.42947942,23/7/2022,9
-81.47603968,36.45188848,14/3/2022,10
-115.4101705,40.39761708,25/6/2022,5
-117.472113,34.08232103,18/3/2022,2
-77.37710572,25.13016146,17/8/2022,23
-91.31165688,42.59481002,24/5/2022,16
-92.23156133,25.19490767,6/1/2022,11
-100.4414335,36.02388888,1/9/2022,10
-84.41214459,49.979988,2/6/2022,8
-67.6691287,47.73143214,14/6/2022,1
-113.1169534,37.78372558,23/3/2022,17
-93.50423705,43.47603711,12/7/2022,1
-94.50381364,25.86154082,17/4/2022,6
-94.13241037,36.74166275,7/12/2022,14
-97.01674921,41.85550809,26/10/2022,2
-101.6892631,38.71267311,25/3/2022,15
-65.74035479,35.25803741,3/8/2022,3
-68.26304651,30.53646229,22/7/2022,14
-112.2806647,28.01359994,11/4/2022,7
-90.80418937,37.74186363,21/7/2022,15
-68.34237551,31.71463507,21/8/2022,11
-70.78388315,45.90369526,22/7/2022,11
-108.0142375,48.78996402,27/1/2022,1
-77.51173989,29.8344885,8/9/2022,6
-86.43118729,34.18945784,8/1/2022,19
-121.7113617,42.71142145,5/5/2022,12
-74.46361686,40.89112485,24/2/2022,15
-75.04509365,30.68284232,12/6/2022,4
-81.32958061,46.79891098,2/11/2022,11
-124.1307781,45.82112133,14/2/2022,3
-124.0974723,44.78384217,31/1/2022,2
-101.4525534,28.61114274,13/9/2022,4
-73.75998713,48.72723198,18/12/2022,6
-86.94355743,26.67019733,26/11/2022,13
-88.54848685,28.62187041,29/12/2022,11
-108.4937505,29.89108351,2/9/2022,10
-83.82609817,27.77734531,3/5/2022,21
-83.01654061,28.50222067,9/10/2022,11
-109.071557,42.96128243,12/12/2022,4
-84.40416534,36.2424852,16/2/2022,17
-66.39595597,37.00622533,31/1/2022,18
-125.3720908,47.92256342,6/1/2022,16
-104.3342876,31.2531922,4/6/2022,23
-97.07161798,43.39230985,11/3/2022,8
-125.8215614,34.82263962,24/1/2022,1
-78.15722145,41.83773571,9/9/2022,13
-124.8310113,35.1888008,11/5/2022,9
-68.83168336,33.4984692,17/7/2022,17
-84.30821891,27.24730468,8/9/2022,23
-109.0187739,39.32582758,4/10/2022,11
-110.5338197,40.46359115,2/7/2022,10
-79.94137682,46.57971977,22/3/2022,19
-89.42388245,43.75487787,29/5/2022,8
-100.0354026,45.44440601,2/3/2022,2
-92.00929654,40.32536365,6/6/2022,2
-84.5650061,38.88925034,1/5/2022,22
-103.8678766,29.23146435,29/6/2022,23
-67.60665492,42.23161592,31/1/2022,8
-87.40631969,28.85610007,7/9/2022,17
-100.8808977,35.51661747,2/11/2022,17
-120.9253609,33.20612053,22/1/2022,20
-113.1707099,33.68754424,21/8/2022,1
-120.8490742,30.35383248,28/11/2022,17
-86.01197475,37.75623474,12/4/2022,19
-113.3630703,47.92114362,11/11/2022,1
-84.57507909,35.6001116,9/11/2022,19
-66.0229329,40.49116374,2/2/2022,5
-84.73841383,37.79137366,20/3/2022,19
-76.51647162,28.44802972,27/12/2022,5
-82.66364207,43.84595611,22/3/2022,3
-94.90079396,47.50529664,7/10/2022,22
-116.9297232,41.56336894,19/1/2022,18
-115.2868831,48.49562481,15/11/2022,15
-122.9575834,32.8512459,15/12/2022,19
-110.2770367,32.96499022,15/8/2022,14
-124.6190904,32.98341091,5/4/2022,10
-118.6282155,30.98917846,1/4/2022,22
-68.67362724,31.99570557,6/4/2022,6
-120.3971229,30.7744091,16/3/2022,9
-72.68906928,32.88950981,1/5/2022,12
-124.0330972,37.2378387,12/1/2022,7
-91.48990823,49.65274662,28/12/2022,16
-105.7230526,34.6032383,17/7/2022,9
-102.2256666,30.46242245,30/9/2022,3
-112.2789647,39.78919556,15/8/2022,22
-104.6557029,37.59715782,9/5/2022,12
-109.3458373,31.60431364,29/11/2022,11
-84.41971449,36.40246283,19/10/2022,20
-101.1035838,47.91119731,27/3/2022,21
-100.1614824,43.47607032,30/11/2022,12
-92.81642068,40.99784782,17/2/2022,13
-98.16436268,31.04780471,30/12/2022,14
-106.1460293,49.44976595,16/2/2022,22
-116.8715983,48.99345816,4/7/2022,7
-112.9326059,29.0477687,6/6/2022,18
-77.29300903,29.85610792,12/3/2022,22
-84.23404667,40.57654482,3/4/2022,3
-67.43848907,44.10309837,4/1/2022,23
-83.99694117,41.5112475,8/5/2022,11
-79.71748003,48.02830509,3/8/2022,2
-99.0330773,35.03620953,20/1/2022,21
-102.3455247,40.87229929,9/3/2022,3
-108.2700812,44.98685848,11/9/2022,14
-72.9289357,33.1718449,17/3/2022,22
-97.1905341,25.70202076,25/4/2022,19
-73.72060919,28.91545414,19/12/2022,5
-80.48392635,36.89511618,25/1/2022,12
-91.13807288,34.0077896,7/2/2022,6
-70.16282834,30.30099394,19/6/2022,7
-120.9668028,26.34393796,25/5/2022,7
-109.919062,25.39057091,6/7/2022,23
-88.27706005,40.07938517,29/10/2022,4
-114.5099607,35.57935837,12/3/2022,2
-77.48284752,33.32431937,28/7/2022,8
-65.35533469,31.59868609,3/7/2022,16
-70.53390652,41.19110723,16/8/2022,1
-72.62076477,25.20705168,8/11/2022,21
-76.16674845,45.03839989,22/7/2022,19
-73.01977977,43.6636797,14/12/2022,13
-94.13851033,43.96336253,24/3/2022,9
-93.11536004,27.32152434,14/12/2022,16
-78.18345744,49.336139,3/10/2022,10
-125.5234659,39.90841495,18/7/2022,14
-110.8088714,41.05037709,29/6/2022,20
-97.5526192,41.75584514,11/6/2022,4
-78.86738485,33.54093256,3/1/2022,14
-72.99894456,44.17900143,8/6/2022,3
-69.38863993,28.09660172,30/6/2022,15
-104.2807473,48.78735591,7/9/2022,16
-124.4083742,44.0868763,22/12/2022,14
-86.38571581,47.91200221,25/5/2022,7
-119.4654633,26.32965798,2/12/2022,15
-99.02225203,47.32384532,17/1/2022,18
-102.7831528,42.42269307,22/2/2022,3
-66.81266418,28.21156939,25/4/2022,14
-94.94955309,48.67770043,9/2/2022,4
-81.6857054,41.30467964,8/6/2022,20
-123.2907905,31.20668603,16/5/2022,14
-103.8500817,26.71893022,19/9/2022,7
-115.9406983,28.8229846,29/12/2022,19
-119.2862207,42.82607672,24/5/2022,12
-108.8553332,26.49679643,9/10/2022,4
-109.5183624,48.77778278,19/8/2022,9
-83.0405367,29.25718405,19/9/2022,23
-76.38479486,29.41962878,13/4/2022,15
-75.06516304,49.0189493,24/7/2022,18
-93.44285617,45.78572021,11/12/2022,14
-94.49903884,34.79484701,31/7/2022,18
-110.0012481,38.63207548,14/6/2022,2
-71.10899486,37.57293128,9/10/2022,21
-123.0531807,32.52073652,5/2/2022,3
-84.21675613,39.30220257,29/9/2022,8
-110.2717608,37.88747419,26/8/2022,17
-86.15333623,39.18541687,7/7/2022,10
-88.40882929,29.40805249,12/6/2022,21
-113.0567902,36.64456241,27/3/2022,10
-104.2190161,26.00542666,10/4/2022,18
-79.99430222,32.57726969,15/8/2022,1
-80.1591565,44.02001534,27/6/2022,9
-73.00583413,29.8483253,30/9/2022,10
-69.14922716,33.56202788,4/2/2022,3
-101.5413406,34.35167115,2/2/2022,1
-79.81122881,32.10935443,20/3/2022,10
-120.1990536,33.78513321,24/10/2022,5
-123.5078596,28.59799,20/12/2022,12
-125.5322072,29.71374023,20/7/2022,12
-77.5366064,32.25379255,2/5/2022,6
-113.3245687,38.87281088,26/7/2022,2
-84.30674096,35.38890122,30/8/2022,18
-103.0486182,41.00181947,2/3/2022,5
-87.10222198,26.35929444,28/5/2022,10
-87.85672479,45.52002798,30/1/2022,4
-78.72340598,44.35569288,3/11/2022,15
-89.84723898,28.81399448,1/4/2022,6
-90.90402893,45.56158898,21/12/2022,23
-91.87330035,42.74124616,11/6/2022,7
-101.4050806,27.61035757,17/3/2022,10
-106.4131945,33.27564812,4/7/2022,16
-125.570713,33.34271411,26/10/2022,13
-88.79333637,41.59807193,15/12/2022,23
-96.83591645,36.16174665,26/6/2022,12
-125.7705968,39.82490431,6/3/2022,1
-95.00818945,29.42047087,22/12/2022,7
-92.04121023,29.85856167,22/4/2022,16
-114.6611135,38.41183218,8/6/2022,9
-113.4300265,28.58274318,6/11/2022,16
-84.85143331,31.43707254,22/8/2022,10
-125.4822528,30.66795928,8/4/2022,19
-96.46841071,35.55788807,14/8/2022,18
-120.5851589,25.76934448,3/3/2022,1
-72.99409167,27.124544,15/11/2022,20
-97.27648823,46.72865624,30/8/2022,13
-78.90464989,36.46718767,17/8/2022,17
-95.76061635,44.10419381,15/12/2022,18
-69.17054427,45.92186033,14/2/2022,17
-119.9215015,37.90928835,4/12/2022,6
-65.06584227,28.03274387,26/5/2022,8
-101.2199995,49.58792123,9/5/2022,11
-112.8863468,47.54729308,3/7/2022,17
-88.99268809,48.8378112,11/4/2022,2
-87.95166744,43.35827536,6/12/2022,18
-85.65091621,25.76728397,23/6/2022,12
-125.0223726,26.59736783,21/9/2022,3
-98.28693205,47.08468965,30/10/2022,4
-65.81755345,32.50031391,3/1/2022,17
-114.9134103,31.51887424,10/11/2022,2
-118.0491628,32.46599754,21/10/2022,23
-122.3844861,41.14252058,29/7/2022,23
-76.17985655,45.84267385,12/11/2022,21
-70.98080472,43.84274829,17/12/2022,3
-113.9043284,25.73360032,18/4/2022,3
-93.98602107,39.46076047,11/12/2022,11
-121.4194805,35.7429779,4/7/2022,14
-70.61439772,33.04067172,28/11/2022,22
-108.8908487,45.63711747,13/2/2022,17
-90.14152907,31.90237345,12/10/2022,23
-75.74619164,30.68873155,6/9/2022,8
-90.44910187,44.84482025,22/12/2022,23
-97.65610466,46.98085791,15/11/2022,6
-107.85654,37.59451988,25/9/2022,6
-76.48022048,49.11496555,8/5/2022,21
-74.72109569,29.63557653,26/9/2022,14
-107.3314131,40.46545809,5/11/2022,14
-87.82981095,41.64081296,24/8/2022,6
-69.0870011,30.56847385,23/5/2022,14
-95.78895549,37.72321461,27/9/2022,12
-110.8679992,28.59021267,28/6/2022,3
-90.02698352,40.84389643,1/2/2022,21
-71.71186846,46.25379287,21/9/2022,1
-110.839797,42.56848053,20/2/2022,6
-124.5145999,34.13725633,12/12/2022,15
-95.31283031,48.06646325,4/3/2022,15
-119.2613194,35.83956386,3/8/2022,13
-72.95157241,35.15580725,13/6/2022,1
-117.081995,36.10759531,20/10/2022,11
-66.60144007,35.75852858,6/6/2022,7
-81.98038765,47.78332961,21/1/2022,23
-98.65034181,40.13528798,7/11/2022,8
-104.894356,45.80609352,27/10/2022,8
-78.76625573,35.08463895,22/1/2022,21
-109.8449982,33.95245566,16/2/2022,6
-115.6489342,32.77446133,12/6/2022,3
-115.2889643,28.88281142,11/10/2022,20
-93.64856662,48.14434607,10/12/2022,10
-84.01495654,34.17928097,18/4/2022,13
-71.49320585,43.90210351,18/7/2022,18
-105.9087752,30.27938607,22/8/2022,5
-108.1931673,49.61334001,21/4/2022,9
-98.56996517,44.91144066,8/10/2022,7
-68.79030652,38.84226475,31/5/2022,5
-116.6828613,27.28837291,16/5/2022,19
-72.86311017,41.36239199,23/12/2022,22
-107.1948988,29.24944592,25/7/2022,10
-104.6933242,30.88000829,13/9/2022,10
-81.03480348,44.62406898,17/6/2022,14
-105.2771906,32.12615367,25/5/2022,18
-108.8587794,36.0210359,1/4/2022,20
-119.8918286,49.63413928,1/7/2022,2
-80.37865513,36.0006626,19/7/2022,8
-122.9011982,29.78811047,1/4/2022,16
-93.56092398,47.87652083,2/1/2022,7
-66.06894658,30.6392761,19/7/2022,2
-97.26457317,34.49505615,1/3/2022,12
-103.5915495,29.15797592,26/3/2022,15
-67.4900263,29.32892508,8/4/2022,1
-69.26899932,29.29665224,8/6/2022,10
-92.84196543,30.63667891,20/11/2022,20
-83.35725883,25.67196711,2/1/2022,21
-90.34934752,49.90683975,22/7/2022,2
-107.5230362,36.81003905,23/11/2022,16
-95.83221637,46.30711477,20/7/2022,6
-83.1103075,35.98879977,25/3/2022,13
-93.22363194,45.43709858,25/4/2022,20
-104.8052651,26.09678643,4/12/2022,8
-86.11532117,39.74257095,26/12/2022,19
-94.82086767,32.79040753,12/9/2022,14
-84.74939133,29.4748008,9/3/2022,8
-125.665904,30.66205328,30/7/2022,15
-109.0686881,40.88208697,19/12/2022,23
-121.3370093,39.78714018,14/4/2022,6
-101.8725699,35.50851179,28/5/2022,11
-89.9822884,25.63426547,12/4/2022,20
-125.3520269,48.25410029,13/8/2022,18
-125.0527755,37.98931315,4/8/2022,17
-107.9869073,39.07236112,4/12/2022,6
-67.82134035,34.68933742,10/3/2022,11
-117.5704901,46.98979425,9/10/2022,23
-65.38915374,25.20526094,27/2/2022,20
-78.88911349,45.64394039,31/7/2022,23
-69.48904053,30.35712216,20/7/2022,4
-78.85556775,45.28295828,18/5/2022,9
-93.20540184,49.40366672,23/1/2022,19
-120.1738537,35.57444893,28/2/2022,23
-89.54306326,48.45129561,28/9/2022,18
-122.676341,46.606102,21/4/2022,4
-94.82859464,28.41546427,11/3/2022,2
-79.08562245,26.40312718,8/11/2022,18
-123.9596329,29.09455752,12/4/2022,15
-81.84967525,38.13962954,14/1/2022,4
-108.7470265,32.12783494,25/6/2022,1
-112.1066122,44.2239112,26/9/2022,19
-102.2762948,49.44395458,10/5/2022,18
-110.1730849,43.06260808,28/6/2022,1
-87.0103073,28.87885204,31/12/2022,17
-112.7973668,26.48769404,18/1/2022,1
-66.77428394,48.53450551,23/11/2022,23
-78.48695542,38.23019022,13/2/2022,20
-100.7858167,43.35515275,13/1/2022,8
-70.2821121,36.37574825,28/8/2022,22
-82.78515675,48.00563602,19/7/2022,3
-66.95399879,41.1813391,21/12/2022,9
-112.3368876,34.41699239,19/7/2022,17
-69.1832445,34.61065139,15/4/2022,12
-67.64832139,41.17939763,30/11/2022,13
-114.5044632,49.06175603,26/6/2022,12
-108.8791312,25.26646984,31/8/2022,18
-125.9468169,46.05343709,27/12/2022,22
-101.2223149,37.91524099,25/12/2022,9
-84.12051246,38.37431666,29/7/2022,21
-109.0647951,48.52897121,22/2/2022,21
-96.6802234,48.05429399,24/8/2022,4
-102.8236405,45.69539999,31/8/2022,14
-125.0438833,40.72460956,1/12/2022,5
-79.05677234,37.78606009,2/1/2022,16
-105.2276714,36.31679419,29/1/2022,13
-120.4583829,25.84455893,2/2/2022,17
-78.12485806,42.09756879,17/4/2022,18
-117.5857626,42.05666006,26/9/2022,19
-119.1775374,34.00957893,31/5/2022,19
-102.3912123,38.43989891,20/2/2022,20
-91.96854016,28.39124258,4/5/2022,21
-69.54570218,28.98214449,3/8/2022,9
-97.36970049,34.55973378,24/5/2022,6
-120.6115289,46.43505465,5/5/2022,16
-85.8353199,31.25028315,30/7/2022,10
-91.24033842,43.37318088,29/5/2022,12
-88.06003573,49.15500524,31/8/2022,3
-76.6262552,43.84745931,25/3/2022,18
-91.79180089,28.85039573,23/9/2022,12
-119.5962437,26.38366838,5/11/2022,16
-93.92921989,33.15873367,23/7/2022,4
-123.0069403,30.41604477,11/5/2022,7
-72.06238318,49.89519702,7/4/2022,6
-81.41108805,39.69593152,9/9/2022,11
-77.42960252,28.70987575,3/3/2022,23
-112.0198329,49.60144905,5/5/2022,2
-124.1824845,27.77548116,16/2/2022,12
-108.2356288,35.35330956,25/11/2022,2
-122.9979971,45.99512305,21/6/2022,15
-84.58105336,26.63589541,19/12/2022,10
-101.3486818,40.38751912,20/2/2022,20
-88.69826108,37.04875483,23/3/2022,20
-111.132308,44.20914706,19/5/2022,8
-76.39193028,41.46946983,28/12/2022,6
-86.81090307,25.96327097,29/5/2022,17
-102.8351802,42.31734138,19/1/2022,3
-85.10007158,37.6241007,1/2/2022,21
-70.68589953,36.26972165,8/1/2022,18
-69.3903987,28.9335413,22/6/2022,13
-104.5897162,46.2608226,6/9/2022,22
-110.155401,25.29418829,13/9/2022,4
-90.70752771,46.89128531,9/7/2022,15
-123.6908301,35.88153532,9/4/2022,15
-104.985906,29.14097665,10/5/2022,11
-79.91549576,29.28537368,3/4/2022,10
-73.63681621,46.06223837,13/9/2022,21
-82.66023455,46.31672803,1/11/2022,2
-77.28831707,30.32533554,16/12/2022,11
-119.9811281,42.2648068,20/10/2022,8
-85.52510909,37.3256597,13/5/2022,14
-72.86434673,40.54224647,9/2/2022,3
-102.9355867,27.40261554,10/9/2022,3
-75.75061855,44.60122782,26/8/2022,19
-122.2485446,40.94404313,20/2/2022,16
-97.52221872,43.45711621,1/4/2022,19
-98.05086698,43.01679186,19/1/2022,21
-112.1663745,43.10432073,7/10/2022,18
-73.46370829,43.22480468,5/11/2022,3
-77.51731612,35.4503335,20/5/2022,7
-80.81312698,35.90613171,22/12/2022,19
-75.8077535,30.07480719,6/12/2022,23
-78.60733914,47.67943622,4/10/2022,3
-117.5659286,35.70744893,24/12/2022,23
-66.49079936,41.43702533,16/3/2022,3
-96.4893702,48.99742624,6/12/2022,5
-118.4462442,37.70554008,24/12/2022,12
-119.9904702,47.52815754,20/6/2022,18
-109.4073923,46.98509409,30/5/2022,8
-75.11035569,34.66159045,27/5/2022,22
-67.6819717,49.40862242,26/3/2022,3
-95.16127502,49.68878564,25/10/2022,22
-73.86400923,45.73059629,21/12/2022,8
-74.28119383,48.8539484,7/12/2022,17
-113.3513899,28.24122528,1/5/2022,5
-74.58987192,37.25278876,25/1/2022,21
-111.4682036,26.47845664,18/7/2022,8
-116.2335302,29.85162305,9/5/2022,1
